sequence,time (ms)
turbokube-0060,6605
turbokube-0061,6438
turbokube-0062,6292
turbokube-0063,6426
turbokube-0064,6567
turbokube-0065,6630
turbokube-0066,6380
turbokube-0067,6396
turbokube-0068,6516
turbokube-0069,6516
turbokube-006a,6619
turbokube-006b,6520
turbokube-006c,6469
turbokube-006d,6486
turbokube-006e,6467
turbokube-006f,6632
turbokube-0070,6598
turbokube-0071,6597
turbokube-0072,6587
turbokube-0073,6708
turbokube-0074,6500
turbokube-0075,6429
turbokube-0076,6647
turbokube-0077,6643
turbokube-0078,6514
turbokube-0079,6491
turbokube-007a,6433
turbokube-007b,6479
turbokube-007c,6679
turbokube-007d,6701
turbokube-007e,6453
turbokube-007f,6448
turbokube-0080,6524
turbokube-0081,6637
turbokube-0082,6488
turbokube-0083,6595
turbokube-0084,6443
turbokube-0085,6570
turbokube-0086,6797
turbokube-0088,6649
turbokube-0087,8709
turbokube-0089,6574
turbokube-008a,6754
turbokube-008b,6299
turbokube-008c,6482
turbokube-008d,6658
turbokube-008e,6527
turbokube-008f,6306
turbokube-0090,6560
turbokube-0091,6662
turbokube-0092,6657
turbokube-0093,6331
turbokube-0094,6431
turbokube-0095,6643
turbokube-0096,6774
turbokube-0097,6405
turbokube-0098,6307
turbokube-0099,6614
turbokube-009a,6647
turbokube-009b,6524
turbokube-009c,6617
turbokube-009d,6492
turbokube-009e,6472
turbokube-009f,6627
turbokube-00a0,6509
turbokube-00a1,8311
turbokube-00a2,6622
turbokube-00a3,6660
turbokube-00a4,6632
turbokube-00a5,6134
turbokube-00a6,6760
turbokube-00a7,6606
turbokube-00a8,6707
turbokube-00a9,6316
turbokube-00aa,6399
turbokube-00ab,6739
turbokube-00ac,6692
turbokube-00ad,6693
turbokube-00ae,6393
turbokube-00af,6486
turbokube-00b0,6676
turbokube-00b1,6678
turbokube-00b2,6764
turbokube-00b3,6466
turbokube-00b4,6533
turbokube-00b5,6693
turbokube-00b6,6610
turbokube-00b7,6631
turbokube-00b8,6491
turbokube-00b9,6301
turbokube-00ba,6968
turbokube-00bb,6557
turbokube-00bc,6555
turbokube-00bd,6540
turbokube-00be,6373
turbokube-00bf,6710
turbokube-00c0,6734
turbokube-00c1,6575
turbokube-00c2,6396
turbokube-00c3,6425
turbokube-00c4,6720
turbokube-00c5,6665
turbokube-00c6,6565
turbokube-00c7,6521
turbokube-00c8,6539
turbokube-00c9,6466
turbokube-00ca,6679
turbokube-00cb,6539
turbokube-00cc,6607
turbokube-00cd,6565
turbokube-00ce,6797
turbokube-00cf,6788
turbokube-00d0,6623
turbokube-00d1,6628
turbokube-00d2,6541
turbokube-00d3,6862
turbokube-00d4,6702
turbokube-00d5,6538
turbokube-00d6,6704
turbokube-00d7,6362
turbokube-00d8,6835
turbokube-00d9,6803
turbokube-00da,6741
turbokube-00db,6546
turbokube-00dc,6424
turbokube-00dd,6890
turbokube-00de,6807
turbokube-00df,6747
turbokube-00e0,6582
turbokube-00e1,6360
turbokube-00e2,6954
turbokube-00e3,6596
turbokube-00e4,6765
turbokube-00e5,6516
turbokube-00e6,6658
turbokube-00e7,6630
turbokube-00e8,6750
turbokube-00e9,6598
turbokube-00ea,6631
turbokube-00eb,6549
turbokube-00ec,6731
turbokube-00ed,6667
turbokube-00ee,6624
turbokube-00ef,6648
turbokube-00f0,6641
turbokube-00f1,6654
turbokube-00f2,7100
turbokube-00f3,6617
turbokube-00f4,6716
turbokube-00f5,6577
turbokube-00f6,6845
turbokube-00f7,6827
turbokube-00f8,6644
turbokube-00f9,6706
turbokube-00fa,7128
turbokube-00fb,6686
turbokube-00fc,7008
turbokube-00fd,6859
turbokube-00fe,6356
turbokube-00ff,6836
turbokube-0100,6814
turbokube-0101,6625
turbokube-0102,6721
turbokube-0103,6640
turbokube-0104,6575
turbokube-0105,6876
turbokube-0106,6893
turbokube-0107,6593
turbokube-0108,6359
turbokube-0109,6709
turbokube-010a,6803
turbokube-010b,6814
turbokube-010c,6728
turbokube-010d,6673
turbokube-010e,6753
turbokube-010f,6892
turbokube-0110,6817
turbokube-0111,6690
turbokube-0112,6749
turbokube-0113,6706
turbokube-0114,7141
turbokube-0115,6806
turbokube-0116,6841
turbokube-0117,6624
turbokube-0118,6585
turbokube-0119,6730
turbokube-011a,6876
turbokube-011b,6804
turbokube-011c,6032
turbokube-011d,6591
turbokube-011e,6877
turbokube-011f,6945
turbokube-0120,6616
turbokube-0121,6552
turbokube-0122,6593
turbokube-0123,6819
turbokube-0124,6978
turbokube-0125,6822
turbokube-0126,6583
turbokube-0127,6494
turbokube-0128,6697
turbokube-0129,6836
turbokube-012a,6890
turbokube-012b,6714
turbokube-012c,6592
turbokube-012d,6849
turbokube-012e,6973
turbokube-012f,6702
turbokube-0130,6825
turbokube-0131,6729
turbokube-0132,6966
turbokube-0133,6785
turbokube-0134,6724
turbokube-0135,6690
turbokube-0136,6702
turbokube-0137,6700
turbokube-0138,6742
turbokube-0139,6813
turbokube-013a,6717
turbokube-013b,6673
turbokube-013c,6799
turbokube-013d,6799
turbokube-013e,6775
turbokube-013f,6682
turbokube-0140,6760
turbokube-0141,6962
turbokube-0142,6788
turbokube-0143,6649
turbokube-0144,6700
turbokube-0145,6620
turbokube-0146,6989
turbokube-0147,6680
turbokube-0148,6750
turbokube-0149,6567
turbokube-014a,6673
turbokube-014b,6760
turbokube-014c,6752
turbokube-014d,6842
turbokube-014e,6582
turbokube-014f,6456
turbokube-0150,6975
turbokube-0151,6791
turbokube-0152,6908
turbokube-0153,6519
turbokube-0154,6568
turbokube-0155,6792
turbokube-0156,6784
turbokube-0157,6803
turbokube-0158,6610
turbokube-0159,6446
turbokube-015a,6982
turbokube-015b,6741
turbokube-015c,6975
turbokube-015d,6690
turbokube-015e,6617
turbokube-015f,6857
turbokube-0160,7019
turbokube-0161,6763
turbokube-0162,6732
turbokube-0163,6725
turbokube-0164,7048
turbokube-0165,6862
turbokube-0166,6900
turbokube-0167,6583
turbokube-0168,6739
turbokube-0169,6780
turbokube-016a,6994
turbokube-016b,6693
turbokube-016c,6835
turbokube-016d,6739
turbokube-016e,6780
turbokube-016f,6933
turbokube-0170,6897
turbokube-0171,6720
turbokube-0172,6688
turbokube-0173,6603
turbokube-0174,7104
turbokube-0175,6920
turbokube-0176,6943
turbokube-0177,6658
turbokube-0178,6621
turbokube-0179,6907
turbokube-017a,7194
turbokube-017b,6960
turbokube-017c,6632
turbokube-017d,6452
turbokube-017e,7180
turbokube-017f,6925
turbokube-0180,7122
turbokube-0181,6763
turbokube-0182,6675
turbokube-0183,6872
turbokube-0184,6930
turbokube-0185,6914
turbokube-0186,6683
turbokube-0187,6637
turbokube-0188,7092
turbokube-0189,7046
turbokube-018a,7193
turbokube-018b,6627
turbokube-018c,6647
turbokube-018d,6787
turbokube-018e,7185
turbokube-018f,6805
turbokube-0190,6863
turbokube-0191,6660
turbokube-0192,6900
turbokube-0193,6904
turbokube-0194,6940
turbokube-0195,6992
turbokube-0196,6696
turbokube-0197,6804
turbokube-0198,7107
turbokube-0199,6789
turbokube-019a,6952
turbokube-019c,6878
turbokube-019b,7047
turbokube-019d,7138
turbokube-019e,7877
turbokube-01a0,7028
turbokube-019f,6739
turbokube-01a1,7160
turbokube-01a2,7285
turbokube-01a3,6535
turbokube-01a4,7542
turbokube-01a5,7147
turbokube-01a6,7133
turbokube-01a7,6460
turbokube-01a8,6990
turbokube-01a9,7115
turbokube-01ab,6849
turbokube-01aa,7068
turbokube-01ac,7058
turbokube-01ad,6767
turbokube-01ae,6921
turbokube-01af,7029
turbokube-01b0,6602
turbokube-01b1,6825
turbokube-01b2,6654
turbokube-01b3,7235
turbokube-01b4,6959
turbokube-01b5,6734
turbokube-01b6,6694
turbokube-01b7,6699
turbokube-01b8,7118
turbokube-01b9,6827
turbokube-01ba,7155
turbokube-01bb,7066
turbokube-01bc,6979
turbokube-01bd,6961
turbokube-01be,6717
turbokube-01bf,7086
turbokube-01c0,6938
turbokube-01c1,6843
turbokube-01c2,6981
turbokube-01c3,7107
turbokube-01c4,7092
turbokube-01c5,6975
turbokube-01c6,6996
turbokube-01c7,7067
turbokube-01c8,7042
turbokube-01c9,6754
turbokube-01ca,6826
turbokube-01cb,6959
turbokube-01cc,6999
turbokube-01cd,6873
turbokube-01ce,6842
turbokube-01cf,6882
turbokube-01d0,7490
turbokube-01d1,6837
turbokube-01d2,7045
turbokube-01d3,7079
turbokube-01d4,7192
turbokube-01d7,1567
turbokube-01d5,7153
turbokube-01d6,6990
turbokube-01d8,6927
turbokube-01da,7101
turbokube-01d9,8838
turbokube-01db,7012
turbokube-01dc,6861
turbokube-01dd,6602
turbokube-01de,7047
turbokube-01df,6858
turbokube-01e0,7209
turbokube-01e1,6661
turbokube-01e2,7275
turbokube-01e3,6781
turbokube-01e4,7213
turbokube-01e5,7265
turbokube-01e6,7336
turbokube-01e7,6962
turbokube-01e8,7185
turbokube-01e9,7345
turbokube-01ea,7181
turbokube-01eb,6879
turbokube-01ec,7085
turbokube-01ed,6754
turbokube-01ef,6941
turbokube-01ee,7224
turbokube-01f0,6983
turbokube-01f1,6946
turbokube-01f2,6636
turbokube-01f3,7372
turbokube-01f4,7325
turbokube-01f5,6962
turbokube-01f6,6787
turbokube-01f7,6974
turbokube-01f8,7508
turbokube-01f9,7165
turbokube-01fa,6882
turbokube-01fb,7252
turbokube-01fc,7041
turbokube-01fd,7277
turbokube-01fe,7818
turbokube-01ff,6797
turbokube-0200,6938
turbokube-0201,6738
turbokube-0202,7039
turbokube-0203,7061
turbokube-0204,6982
turbokube-0205,6957
turbokube-0206,6610
turbokube-0207,7260
turbokube-0208,7648
turbokube-0209,6952
turbokube-020a,6634
turbokube-020b,6817
turbokube-020c,7759
turbokube-020d,7506
turbokube-020e,7310
turbokube-020f,6978
turbokube-0210,7281
turbokube-0211,7436
turbokube-0212,6795
turbokube-0213,7826
turbokube-0214,7005
turbokube-0215,6877
turbokube-0216,7123
turbokube-0217,7386
turbokube-0218,7272
turbokube-0219,6951
turbokube-021a,6791
turbokube-021b,7457
turbokube-021c,7335
turbokube-021d,7226
turbokube-021e,7280
turbokube-021f,7153
turbokube-0220,7448
turbokube-0221,7381
turbokube-0222,7156
turbokube-0223,7280
turbokube-0224,7305
turbokube-0225,7361
turbokube-0226,6888
turbokube-0227,7226
turbokube-0228,7300
turbokube-0229,7036
turbokube-022a,7042
turbokube-022b,7511
turbokube-022c,7118
turbokube-022d,6987
turbokube-022e,6959
turbokube-022f,7290
turbokube-0230,7416
turbokube-0232,7243
turbokube-0231,7135
turbokube-0233,10337
turbokube-0234,10361
turbokube-0235,7063
turbokube-0236,7190
turbokube-0237,7486
turbokube-0238,7260
turbokube-0239,7065
turbokube-023a,7235
turbokube-023b,7388
turbokube-023c,6960
turbokube-023d,6921
turbokube-023e,7330
turbokube-023f,6854
turbokube-0240,6867
turbokube-0241,6483
turbokube-0242,7058
turbokube-0244,7211
turbokube-0243,7252
turbokube-0245,7119
turbokube-0246,8362
turbokube-0247,8882
turbokube-0248,8773
turbokube-0249,8794
turbokube-024a,6939
turbokube-024b,6892
turbokube-024c,7935
turbokube-024d,7427
turbokube-024e,7067
turbokube-024f,7190
turbokube-0250,7192
turbokube-0251,6929
turbokube-0252,7188
turbokube-0253,7384
turbokube-0254,7187
turbokube-0255,6942
turbokube-0256,7463
turbokube-0257,7570
turbokube-0258,6984
turbokube-0259,6953
turbokube-025a,6968
turbokube-025b,7368
turbokube-025c,7286
turbokube-025d,6950
turbokube-025e,6918
turbokube-025f,7042
turbokube-0260,7400
turbokube-0261,6929
turbokube-0262,6979
turbokube-0263,6903
turbokube-0264,7353
turbokube-0265,7081
turbokube-0266,7252
turbokube-0267,7543
turbokube-0268,7343
turbokube-0269,7436
turbokube-026a,6608
turbokube-026b,7002
turbokube-026c,7289
turbokube-026d,7299
turbokube-026e,7083
turbokube-026f,7768
turbokube-0270,7563
turbokube-0271,7383
turbokube-0272,7049
turbokube-0273,7433
turbokube-0274,7724
turbokube-0275,6905
turbokube-0276,7041
turbokube-0277,7121
turbokube-0278,7576
turbokube-0279,7064
turbokube-027a,7350
turbokube-027b,7245
turbokube-027c,7195
turbokube-027d,8639
turbokube-027e,8095
turbokube-027f,7505
turbokube-0280,7114
turbokube-0281,6997
turbokube-0282,7767
turbokube-0283,7202
turbokube-0284,7257
turbokube-0285,6786
turbokube-0286,8193
turbokube-0287,7413
turbokube-0288,7461
turbokube-0289,6976
turbokube-028a,7799
turbokube-028b,7539
turbokube-028c,8621
turbokube-028d,8670
turbokube-028e,7353
turbokube-028f,7753
turbokube-0290,7245
turbokube-0291,6970
turbokube-0292,7295
turbokube-0293,7299
turbokube-0294,7333
turbokube-0295,6882
turbokube-0296,7207
turbokube-0297,7339
turbokube-0298,7817
turbokube-0299,7607
turbokube-029a,7320
turbokube-029b,7332
turbokube-029c,7611
turbokube-029d,7180
turbokube-029e,7404
turbokube-029f,7480
turbokube-02a0,7227
turbokube-02a1,7032
