sequence,time (ms)
turbokube-007b,6822
turbokube-007c,6683
turbokube-007d,6708
turbokube-007e,6894
turbokube-007f,6774
turbokube-0080,6767
turbokube-0081,6616
turbokube-0082,6653
turbokube-0083,6699
turbokube-0084,6875
turbokube-0085,6784
turbokube-0086,6619
turbokube-0087,7072
turbokube-0088,6868
turbokube-0089,6843
turbokube-008a,6882
turbokube-008b,6684
turbokube-008c,6857
turbokube-008d,6893
turbokube-008e,6777
turbokube-008f,6702
turbokube-0090,6718
turbokube-0091,6703
turbokube-0092,6811
turbokube-0093,6934
turbokube-0094,6808
turbokube-0095,6707
turbokube-0096,6952
turbokube-0097,6804
turbokube-0098,6860
turbokube-0099,6640
turbokube-009a,6729
turbokube-009b,6896
turbokube-009c,7049
turbokube-009d,6764
turbokube-009e,6774
turbokube-009f,6846
turbokube-00a0,6823
turbokube-00a1,6924
turbokube-00a2,6954
turbokube-00a3,6831
turbokube-00a4,6856
turbokube-00a5,6887
turbokube-00a6,6913
turbokube-00a7,7014
turbokube-00a8,6877
turbokube-00a9,6863
turbokube-00aa,6929
turbokube-00ab,7221
turbokube-00ac,6932
turbokube-00ad,6766
turbokube-00ae,6980
turbokube-00af,6850
turbokube-00b0,6920
turbokube-00b1,6875
turbokube-00b2,6819
turbokube-00b3,6859
turbokube-00b4,6797
turbokube-00b5,6684
turbokube-00b6,7034
turbokube-00b7,6823
turbokube-00b8,6745
turbokube-00b9,6634
turbokube-00ba,6936
turbokube-00bb,7114
turbokube-00bc,7012
turbokube-00bd,6744
turbokube-00be,6680
turbokube-00bf,6788
turbokube-00c0,6928
turbokube-00c1,6778
turbokube-00c2,6684
turbokube-00c3,6561
turbokube-00c4,7154
turbokube-00c5,7001
turbokube-00c6,6934
turbokube-00c7,6818
turbokube-00c8,6850
turbokube-00c9,6988
turbokube-00ca,7137
turbokube-00cb,7005
turbokube-00cc,6882
turbokube-00cd,6756
turbokube-00ce,6868
turbokube-00cf,6946
turbokube-00d0,7038
turbokube-00d1,6824
turbokube-00d2,6934
turbokube-00d3,6973
turbokube-00d4,6973
turbokube-00d5,6938
turbokube-00d6,7045
turbokube-00d7,6987
turbokube-00d8,7136
turbokube-00d9,7098
turbokube-00da,7191
turbokube-00db,7186
turbokube-00dc,7177
turbokube-00dd,6886
turbokube-00de,7266
turbokube-00df,7101
turbokube-00e0,7163
turbokube-00e1,6944
turbokube-00e2,6960
turbokube-00e3,7063
turbokube-00e4,7326
turbokube-00e5,7076
turbokube-00e6,7242
turbokube-00e7,6837
turbokube-00e8,7275
turbokube-00e9,7072
turbokube-00ea,7387
turbokube-00eb,6993
turbokube-00ec,6821
turbokube-00ed,9017
turbokube-00ef,8756
turbokube-00ee,11265
turbokube-00f1,8079
turbokube-00f0,14915
turbokube-00f2,10555
turbokube-00f3,9781
turbokube-00f4,8774
turbokube-00f5,9640
turbokube-00f6,11288
turbokube-00f8,14611
turbokube-00fb,7463
turbokube-00fa,16072
turbokube-00fc,8139
turbokube-00fd,14547
turbokube-00ff,6703
turbokube-00fe,16682
turbokube-00f7,55135
turbokube-00f9,52107
turbokube-0100,13290
turbokube-0102,9088
turbokube-0101,13988
turbokube-0104,13813
turbokube-0105,14493
turbokube-0107,12260
turbokube-0103,33325
turbokube-0108,27279
turbokube-010b,10908
turbokube-010a,28772
turbokube-0106,55413
turbokube-010c,55257
turbokube-010e,55818
turbokube-0110,27787
turbokube-0111,9632
turbokube-0112,8093
turbokube-0113,11437
turbokube-0114,9078
turbokube-010f,70964
turbokube-0116,9456
turbokube-0117,18523
turbokube-0118,18362
