sequence,time (ms)
turbokube-00e8,6822
turbokube-00e9,8131
turbokube-00ea,7069
turbokube-00eb,7442
turbokube-00ec,7444
turbokube-00ed,6411
turbokube-00ef,7824
turbokube-00ee,8601
turbokube-00f0,10820
turbokube-00f1,10156
turbokube-00f2,7186
turbokube-00f4,8904
turbokube-00f3,11847
turbokube-00f5,9668
turbokube-00f6,7766
turbokube-00f7,7897
turbokube-00f9,15855
turbokube-00fb,12010
turbokube-00fa,16647
turbokube-00f8,21789
turbokube-00fe,9761
turbokube-00fc,18319
turbokube-00fd,20746
turbokube-0100,14375
turbokube-00ff,25965
turbokube-0101,27533
turbokube-0105,14796
turbokube-0103,37295
turbokube-0106,9323
turbokube-0108,8374
turbokube-0104,57965
turbokube-0109,13517
turbokube-010a,10966
turbokube-010c,18083
turbokube-0107,54687
turbokube-010b,28013
turbokube-010d,7874
turbokube-0110,18824
turbokube-010f,28072
turbokube-0111,18299
turbokube-0112,18108
turbokube-0113,11430
turbokube-010e,60277
turbokube-0116,40715
turbokube-0114,58806
turbokube-0117,7310
turbokube-0115,62498
turbokube-0119,13580
turbokube-011a,10835
turbokube-011b,16146
turbokube-011c,12916
turbokube-011d,8176
turbokube-011e,18064
turbokube-011f,27634
turbokube-0120,19662
turbokube-0121,14207
turbokube-0122,27286
turbokube-0123,18255
turbokube-0124,13321
turbokube-0125,18269
turbokube-0126,10726
turbokube-0127,14089
turbokube-0128,15683
turbokube-012a,27552
turbokube-012b,9347
