sequence,time (ms)
turbokube-00c1,6706
turbokube-00c2,6709
turbokube-00c3,6558
turbokube-00c4,6279
turbokube-00c5,6498
turbokube-00c6,6395
turbokube-00c7,6480
turbokube-00c8,6682
turbokube-00c9,6411
turbokube-00ca,6572
turbokube-00cb,6284
turbokube-00cd,6668
turbokube-00cc,6721
turbokube-00ce,6603
turbokube-00cf,6499
turbokube-00d0,6312
turbokube-00d1,6694
turbokube-00d2,6881
turbokube-00d3,6605
turbokube-00d4,6379
turbokube-00d5,6288
turbokube-00d6,6875
turbokube-00d7,6826
turbokube-00d8,6624
turbokube-00d9,6448
turbokube-00da,6495
turbokube-00db,6691
turbokube-00dc,6890
turbokube-00dd,6596
turbokube-00de,6514
turbokube-00df,6606
turbokube-00e0,6571
turbokube-00e1,6867
turbokube-00e2,6506
turbokube-00e3,6671
turbokube-00e4,6566
turbokube-00e5,6629
turbokube-00e6,6985
turbokube-00e7,6521
turbokube-00e8,6591
turbokube-00e9,6555
turbokube-00ea,6745
turbokube-00eb,6917
turbokube-00ec,6588
turbokube-00ed,6613
turbokube-00ee,6672
turbokube-00ef,6827
turbokube-00f0,6817
turbokube-00f1,6561
turbokube-00f2,6643
turbokube-00f3,6702
turbokube-00f4,6722
turbokube-00f5,6862
turbokube-00f6,6815
turbokube-00f7,6719
turbokube-00f8,6612
turbokube-00f9,6631
turbokube-00fa,6735
turbokube-00fb,6748
turbokube-00fc,6673
turbokube-00fd,6707
turbokube-00fe,6670
turbokube-00ff,6819
turbokube-0100,6645
turbokube-0101,6734
turbokube-0102,6722
turbokube-0103,6679
turbokube-0104,6666
turbokube-0105,6842
turbokube-0106,6686
turbokube-0107,6684
turbokube-0108,6797
turbokube-0109,6863
turbokube-010a,6828
turbokube-010b,6700
turbokube-010c,6699
turbokube-010d,6748
turbokube-010e,6958
turbokube-010f,6895
turbokube-0110,6651
turbokube-0111,6816
turbokube-0112,6826
turbokube-0113,6728
turbokube-0114,6898
turbokube-0115,6725
turbokube-0116,6938
turbokube-0117,6657
turbokube-0118,6804
turbokube-0119,6889
turbokube-011a,6786
turbokube-011b,6742
turbokube-011c,6802
turbokube-011d,6766
turbokube-011e,6849
turbokube-011f,6870
turbokube-0120,6826
turbokube-0121,6950
turbokube-0122,6648
turbokube-0123,6705
turbokube-0124,6737
turbokube-0125,7042
turbokube-0126,6787
turbokube-0127,6752
turbokube-0128,6681
turbokube-0129,6848
turbokube-012a,6847
turbokube-012b,6641
turbokube-012c,6826
turbokube-012d,6846
turbokube-012e,6918
turbokube-012f,6609
turbokube-0130,6572
turbokube-0131,6660
turbokube-0132,6772
turbokube-0133,6661
turbokube-0134,6673
turbokube-0135,6734
turbokube-0136,6648
turbokube-0137,6885
turbokube-0138,6666
turbokube-0139,6793
turbokube-013a,6702
turbokube-013b,6654
turbokube-013c,6890
turbokube-013d,6697
turbokube-013e,6824
turbokube-013f,6672
turbokube-0140,6630
turbokube-0141,6900
turbokube-0142,6840
turbokube-0143,6904
turbokube-0144,6671
turbokube-0145,6587
turbokube-0146,7010
turbokube-0147,7310
turbokube-0148,6731
turbokube-0149,6610
turbokube-014a,6530
turbokube-014b,6844
turbokube-014c,6692
turbokube-014d,6766
turbokube-014e,6521
turbokube-014f,6623
turbokube-0150,6731
turbokube-0151,6833
turbokube-0152,6893
turbokube-0155,6866
turbokube-0153,7020
turbokube-0154,6854
turbokube-0156,6928
turbokube-0157,6351
turbokube-0158,6875
turbokube-0159,6978
turbokube-015a,7020
turbokube-015b,6601
turbokube-015c,6624
turbokube-015d,6776
turbokube-015e,6873
turbokube-015f,6689
turbokube-0160,6716
turbokube-0161,6815
turbokube-0162,6972
turbokube-0163,7173
turbokube-0164,7027
turbokube-0165,6675
turbokube-0166,6914
turbokube-0167,6771
turbokube-0169,6890
turbokube-0168,6919
turbokube-016a,6780
turbokube-016b,6864
turbokube-016c,6530
turbokube-016d,6923
turbokube-016e,6928
turbokube-016f,6767
turbokube-0170,6719
turbokube-0171,6657
turbokube-0172,6803
turbokube-0173,6974
turbokube-0174,6615
turbokube-0175,6586
turbokube-0176,6784
turbokube-0177,6835
turbokube-0178,6867
turbokube-0179,6792
turbokube-017a,6735
turbokube-017b,6746
turbokube-017c,6827
turbokube-017d,6906
turbokube-017e,6767
turbokube-017f,6749
turbokube-0180,6587
turbokube-0181,7037
turbokube-0182,7128
turbokube-0183,6717
turbokube-0184,6721
turbokube-0185,6734
turbokube-0186,6930
turbokube-0187,6776
turbokube-0188,6832
turbokube-0189,6658
turbokube-018a,6618
turbokube-018b,7026
turbokube-018c,6839
turbokube-018d,6845
turbokube-018e,6771
turbokube-018f,6512
turbokube-0190,6976
turbokube-0191,7080
turbokube-0192,7007
turbokube-0193,6778
turbokube-0194,6315
turbokube-0195,7183
turbokube-0196,6967
turbokube-0197,6926
turbokube-0198,6824
turbokube-0199,6524
turbokube-019a,7005
turbokube-019b,7013
turbokube-019c,6883
turbokube-019d,6760
turbokube-019e,6770
turbokube-019f,6842
turbokube-01a0,7007
turbokube-01a1,6874
turbokube-01a2,6688
turbokube-01a3,6884
turbokube-01a4,6773
turbokube-01a5,7155
turbokube-01a6,7133
turbokube-01a7,7010
turbokube-01a8,6777
turbokube-01a9,6916
turbokube-01aa,6964
turbokube-01ab,7001
turbokube-01ac,6892
turbokube-01ad,6858
turbokube-01ae,7142
turbokube-01af,6841
turbokube-01b0,7139
turbokube-01b1,6943
turbokube-01b2,6864
turbokube-01b3,6883
turbokube-01b4,6928
turbokube-01b5,7168
turbokube-01b6,6991
turbokube-01b7,6781
turbokube-01b8,6878
turbokube-01b9,6896
turbokube-01ba,7060
turbokube-01bb,6884
turbokube-01bc,6798
turbokube-01bd,7129
turbokube-01be,6963
turbokube-01bf,6850
turbokube-01c0,6893
turbokube-01c1,6705
turbokube-01c2,7030
turbokube-01c3,6902
turbokube-01c4,7025
turbokube-01c5,7040
turbokube-01c6,6827
turbokube-01c7,6876
turbokube-01c8,6853
turbokube-01c9,7229
turbokube-01ca,7152
turbokube-01cb,6946
turbokube-01cc,6837
turbokube-01cd,6829
turbokube-01ce,7085
turbokube-01cf,7180
turbokube-01d0,6990
turbokube-01d1,6935
turbokube-01d2,6759
turbokube-01d3,7141
turbokube-01d4,6824
turbokube-01d5,7123
turbokube-01d6,6858
turbokube-01d7,6823
turbokube-01d8,7146
turbokube-01d9,7299
turbokube-01da,7218
turbokube-01db,7024
turbokube-01dc,6803
turbokube-01dd,7266
turbokube-01de,7302
turbokube-01df,7074
turbokube-01e0,6921
turbokube-01e1,7063
turbokube-01e2,7437
turbokube-01e3,7086
turbokube-01e4,7110
turbokube-01e5,6861
turbokube-01e6,6799
turbokube-01e7,6929
turbokube-01e8,6917
turbokube-01e9,7198
turbokube-01ea,6848
turbokube-01eb,6941
turbokube-01ec,7009
turbokube-01ed,7381
turbokube-01ee,7227
turbokube-01ef,6912
turbokube-01f0,7088
turbokube-01f1,7020
turbokube-01f2,7274
turbokube-01f3,7162
turbokube-01f4,6856
turbokube-01f5,7011
turbokube-01f6,6751
turbokube-01f7,7155
turbokube-01f8,7074
turbokube-01f9,6958
turbokube-01fa,6846
turbokube-01fb,6761
turbokube-01fc,7425
turbokube-01fd,7304
turbokube-01fe,7223
turbokube-01ff,7117
turbokube-0201,7160
turbokube-0200,6978
turbokube-0202,6882
turbokube-0203,6740
turbokube-0204,7794
turbokube-0205,7277
turbokube-0206,7204
turbokube-0207,6709
turbokube-0209,7135
turbokube-0208,7196
turbokube-020a,7133
turbokube-020b,7217
turbokube-020c,6740
turbokube-020d,7449
turbokube-020e,7396
turbokube-0211,7364
turbokube-0212,7328
turbokube-020f,7025
turbokube-0210,6746
turbokube-0213,7498
turbokube-0214,7266
turbokube-0215,6976
turbokube-0216,6932
turbokube-0217,6997
turbokube-0218,6927
turbokube-0219,6866
turbokube-021a,6981
turbokube-021b,6955
turbokube-021c,7083
turbokube-021d,6759
turbokube-021e,6969
turbokube-021f,7066
turbokube-0220,7003
turbokube-0221,6945
turbokube-0222,6891
turbokube-0223,7122
turbokube-0224,7076
turbokube-0225,6974
turbokube-0226,6855
turbokube-0227,7057
turbokube-0228,7130
turbokube-0229,7050
turbokube-022a,7003
turbokube-022b,7174
turbokube-022c,7158
turbokube-022d,6838
turbokube-022e,6979
turbokube-022f,7128
turbokube-0230,7084
turbokube-0231,6978
turbokube-0232,6918
turbokube-0233,6823
turbokube-0234,7092
turbokube-0235,6933
turbokube-0236,7102
turbokube-0237,7279
turbokube-0238,7019
turbokube-0239,6992
turbokube-023a,6889
turbokube-023b,7295
turbokube-023c,7385
turbokube-023d,6896
turbokube-023e,6882
turbokube-023f,7090
turbokube-0240,7399
turbokube-0241,7167
turbokube-0242,7118
turbokube-0243,7168
turbokube-0244,7160
turbokube-0245,7074
turbokube-0246,7057
turbokube-0247,7161
turbokube-0248,7220
turbokube-0249,6881
turbokube-024a,7235
turbokube-024b,7441
turbokube-024c,7029
turbokube-024d,7005
turbokube-024e,6922
turbokube-024f,7288
turbokube-0250,7227
turbokube-0251,7115
turbokube-0252,7112
turbokube-0253,7361
turbokube-0254,7429
turbokube-0255,7150
turbokube-0256,7071
turbokube-0257,7192
turbokube-0258,7285
turbokube-0259,7060
turbokube-025a,7141
turbokube-025b,7408
turbokube-025c,7463
turbokube-025d,7061
turbokube-025e,7011
turbokube-025f,7496
turbokube-0260,7335
turbokube-0261,7436
turbokube-0262,7194
turbokube-0263,7182
turbokube-0264,7340
turbokube-0265,7004
turbokube-0266,6890
turbokube-0267,7390
turbokube-0268,7301
turbokube-0269,7115
turbokube-026a,7104
turbokube-026b,7356
turbokube-026c,7412
turbokube-026d,7294
turbokube-026e,7294
turbokube-026f,7174
turbokube-0270,7236
turbokube-0271,7138
turbokube-0272,7253
turbokube-0273,7367
turbokube-0274,7293
turbokube-0275,7004
turbokube-0276,7145
turbokube-0277,7451
turbokube-0278,7302
turbokube-0279,7033
turbokube-027a,6970
turbokube-027b,7466
turbokube-027c,7448
turbokube-027d,7076
turbokube-027e,7212
turbokube-027f,7405
turbokube-0280,7370
turbokube-0281,7465
turbokube-0282,7106
turbokube-0283,7309
turbokube-0284,7335
turbokube-0285,7217
turbokube-0286,6961
turbokube-0287,7463
turbokube-0288,7422
turbokube-0289,7240
turbokube-028a,7060
turbokube-028b,7430
turbokube-028c,7371
turbokube-028d,7194
turbokube-028e,7328
turbokube-028f,7376
turbokube-0290,7418
turbokube-0291,7196
turbokube-0292,7149
turbokube-0293,7407
turbokube-0294,7408
turbokube-0295,7374
turbokube-0296,7335
turbokube-0297,7367
turbokube-0298,7395
turbokube-0299,7242
turbokube-029a,7144
turbokube-029b,7675
turbokube-029c,7332
turbokube-029d,7416
turbokube-029e,7323
turbokube-029f,7720
turbokube-02a0,7390
turbokube-02a1,7393
turbokube-02a2,7155
turbokube-02a3,7540
turbokube-02a4,7731
turbokube-02a5,7266
turbokube-02a6,7365
turbokube-02a7,7589
turbokube-02a8,7700
turbokube-02a9,7552
turbokube-02aa,7093
turbokube-02ab,7613
turbokube-02ac,7693
turbokube-02ad,7529
turbokube-02ae,7469
turbokube-02af,7233
turbokube-02b0,7512
turbokube-02b1,7847
turbokube-02b2,7609
turbokube-02b3,7693
turbokube-02b4,7414
turbokube-02b5,7240
turbokube-02b6,7510
turbokube-02b7,7881
turbokube-02b8,7512
turbokube-02b9,7089
turbokube-02ba,7205
turbokube-02bb,7864
turbokube-02bc,7771
turbokube-02bd,7300
turbokube-02be,7032
turbokube-02bf,7577
turbokube-02c0,7673
turbokube-02c1,7375
turbokube-02c2,7159
turbokube-02c3,7605
turbokube-02c4,7796
turbokube-02c5,7639
turbokube-02c6,7049
turbokube-02c7,7427
turbokube-02c8,7280
turbokube-02c9,7480
turbokube-02ca,7411
turbokube-02cb,7720
turbokube-02cc,7685
turbokube-02cd,7417
turbokube-02ce,7268
turbokube-02cf,7908
turbokube-02d0,7850
turbokube-02d1,7331
turbokube-02d2,7285
turbokube-02d3,7911
turbokube-02d4,7683
turbokube-02d5,7637
turbokube-02d6,7292
turbokube-02d7,8196
turbokube-02d8,8045
turbokube-02d9,7705
turbokube-02da,7466
turbokube-02db,8026
turbokube-02dc,7966
turbokube-02dd,7816
turbokube-02de,7435
turbokube-02df,8022
turbokube-02e0,7856
turbokube-02e1,7822
turbokube-02e2,7456
turbokube-02e3,7603
turbokube-02e4,7608
turbokube-02e5,7797
turbokube-02e6,7533
turbokube-02e7,7891
turbokube-02e8,7582
turbokube-02e9,7461
turbokube-02ea,7424
turbokube-02eb,8337
turbokube-02ec,7902
turbokube-02ed,7405
turbokube-02ee,7299
turbokube-02ef,8175
turbokube-02f0,8105
turbokube-02f1,7653
turbokube-02f2,7627
turbokube-02f3,8091
turbokube-02f4,8246
turbokube-02f5,8035
turbokube-02f6,7392
turbokube-02f7,8385
turbokube-02f8,7863
turbokube-02f9,8003
turbokube-02fa,7338
turbokube-02fb,8451
turbokube-02fc,8054
turbokube-02fd,7494
turbokube-02fe,7393
turbokube-02ff,8605
turbokube-0300,8329
turbokube-0301,8046
turbokube-0302,7458
turbokube-0303,8416
turbokube-0304,8414
turbokube-0305,7906
turbokube-0306,7626
turbokube-0307,8329
turbokube-0308,8000
turbokube-0309,7996
turbokube-030a,7342
turbokube-030b,8812
turbokube-030c,8454
turbokube-030d,8156
turbokube-030e,7703
turbokube-030f,8721
turbokube-0310,8269
turbokube-0311,7998
turbokube-0312,7423
turbokube-0313,9428
turbokube-0314,8585
turbokube-0315,8119
turbokube-0316,7617
turbokube-0317,8416
turbokube-0318,8083
turbokube-0319,7788
turbokube-031a,7727
turbokube-031b,8422
turbokube-031c,8279
turbokube-031d,8127
turbokube-031e,7519
turbokube-031f,8615
turbokube-0320,8589
turbokube-0321,7771
turbokube-0322,7377
turbokube-0323,8826
turbokube-0324,8389
turbokube-0325,7747
turbokube-0326,7387
turbokube-0327,7835
turbokube-0329,7896
turbokube-032a,7389
turbokube-0328,7556
turbokube-032b,8620
turbokube-032c,7563
turbokube-032d,7298
turbokube-032e,7834
turbokube-032f,8003
turbokube-0330,7556
turbokube-0331,7296
turbokube-0332,7740
turbokube-0333,8183
turbokube-0334,7768
turbokube-0335,7736
turbokube-0336,7884
turbokube-0337,8421
turbokube-0338,7826
turbokube-0339,7573
turbokube-033a,9298
turbokube-033b,8473
turbokube-033c,8336
turbokube-033d,7789
turbokube-033e,8832
turbokube-033f,8533
turbokube-0340,8171
turbokube-0341,7724
turbokube-0342,8930
turbokube-0343,8790
turbokube-0344,8083
turbokube-0345,7587
turbokube-0346,8818
turbokube-0347,8942
turbokube-0348,8269
turbokube-0349,7658
turbokube-034a,8587
turbokube-034b,8818
turbokube-034c,8119
turbokube-034d,7735
turbokube-034e,8985
turbokube-034f,8978
turbokube-0350,8299
turbokube-0351,7801
turbokube-0352,9399
turbokube-0353,9287
turbokube-0354,8524
turbokube-0355,7724
turbokube-0356,10433
turbokube-0357,8817
turbokube-0358,7970
turbokube-0359,7451
turbokube-035a,10587
turbokube-035b,8788
turbokube-035c,8214
turbokube-035d,7560
turbokube-035e,9849
turbokube-035f,8713
turbokube-0360,8008
turbokube-0361,7645
turbokube-0362,8847
turbokube-0363,8670
turbokube-0364,7786
turbokube-0365,7681
turbokube-0366,8637
turbokube-0367,8215
turbokube-0368,7885
turbokube-0369,7830
turbokube-036a,9040
turbokube-036b,8537
turbokube-036c,8238
turbokube-036d,7461
turbokube-036e,9655
turbokube-036f,9306
turbokube-0370,8843
turbokube-0371,8084
turbokube-0372,9440
turbokube-0373,9109
turbokube-0375,7846
turbokube-0374,9515
turbokube-0376,9251
turbokube-0377,8833
turbokube-0378,8073
turbokube-0379,9089
turbokube-037a,9223
turbokube-037c,7850
turbokube-037b,9188
turbokube-037d,9566
turbokube-037e,9121
turbokube-037f,7930
turbokube-0380,9087
turbokube-0381,8912
turbokube-0382,9376
turbokube-0383,8101
turbokube-0384,9622
turbokube-0385,8315
turbokube-0386,9484
turbokube-0387,8492
turbokube-0388,9474
turbokube-0389,8823
turbokube-038a,8945
turbokube-038b,8001
turbokube-038c,8913
turbokube-038d,8596
turbokube-038e,9352
turbokube-038f,7812
turbokube-0390,9226
turbokube-0391,8553
turbokube-0392,8634
turbokube-0393,7831
turbokube-0394,9137
turbokube-0395,8125
turbokube-0396,8833
turbokube-0397,7911
turbokube-0398,9859
turbokube-0399,8743
turbokube-039a,9286
turbokube-039b,8114
turbokube-039c,10325
turbokube-039d,9169
turbokube-039e,10655
turbokube-039f,8957
turbokube-03a0,10070
turbokube-03a1,8892
turbokube-03a2,9462
turbokube-03a3,7469
turbokube-03a4,10337
turbokube-03a5,9218
turbokube-03a6,8967
turbokube-03a7,7718
turbokube-03a8,9653
turbokube-03a9,8946
turbokube-03aa,9104
turbokube-03ab,7964
turbokube-03ac,9453
turbokube-03ad,8614
turbokube-03ae,8804
turbokube-03af,7703
turbokube-03b0,10458
turbokube-03b1,9358
turbokube-03b2,9528
turbokube-03b3,8670
turbokube-03b4,10065
turbokube-03b5,8978
turbokube-03b6,9467
turbokube-03b7,8096
turbokube-03b8,10055
turbokube-03b9,8918
turbokube-03ba,9148
turbokube-03bb,7441
turbokube-03bc,9862
turbokube-03bd,8757
turbokube-03be,8626
turbokube-03bf,7837
turbokube-03c0,10457
turbokube-03c1,9199
turbokube-03c2,9299
turbokube-03c3,8058
turbokube-03c4,10063
turbokube-03c5,9130
turbokube-03c6,8909
turbokube-03c7,7688
turbokube-03c8,10770
turbokube-03c9,9617
turbokube-03ca,8924
turbokube-03cb,8823
turbokube-03cc,10836
turbokube-03cd,9181
turbokube-03cf,8019
turbokube-03ce,9395
turbokube-03d0,9988
turbokube-03d1,8912
turbokube-03d2,8103
turbokube-03d3,8252
turbokube-03d4,10975
turbokube-03d5,9333
turbokube-03d6,8570
turbokube-03d7,9172
turbokube-03d8,10558
turbokube-03d9,9009
turbokube-03da,8102
turbokube-03db,8882
turbokube-03dc,10237
turbokube-03dd,9309
turbokube-03de,8127
turbokube-03df,8523
turbokube-03e0,10503
turbokube-03e1,9443
turbokube-03e2,8473
turbokube-03e3,8700
turbokube-03e4,10354
turbokube-03e5,9617
turbokube-03e6,8433
turbokube-03e7,10218
turbokube-03e8,10699
turbokube-03e9,9034
turbokube-03ea,8301
turbokube-03eb,8915
turbokube-03ec,10422
turbokube-03ee,8314
turbokube-03ed,9023
turbokube-03ef,9509
turbokube-03f0,10348
turbokube-03f1,8961
turbokube-03f2,8131
turbokube-03f3,8588
turbokube-03f4,10258
turbokube-03f5,8765
turbokube-03f6,8460
turbokube-03f7,9699
turbokube-03f8,10901
turbokube-03f9,9249
turbokube-03fa,8895
turbokube-03fb,9167
turbokube-03fc,9709
turbokube-03fd,8329
turbokube-03fe,8149
turbokube-03ff,8117
