sequence,time (ms)
turbokube-007b,15681
turbokube-007c,15283
turbokube-007d,15280
turbokube-007e,15738
turbokube-007f,15536
turbokube-0080,15694
turbokube-0081,15277
turbokube-0082,15267
turbokube-0083,15733
turbokube-0084,15553
turbokube-0085,15685
turbokube-0086,15229
turbokube-0087,15282
turbokube-0088,15738
turbokube-0089,15532
turbokube-008a,15694
turbokube-008b,15309
turbokube-008c,15268
turbokube-008d,15706
turbokube-008e,15529
turbokube-008f,15684
turbokube-0090,15285
turbokube-0091,15275
turbokube-0092,15750
turbokube-0093,15534
turbokube-0094,15633
turbokube-0095,15291
turbokube-0096,15281
turbokube-0097,15731
turbokube-0098,15532
turbokube-0099,15688
turbokube-009a,15268
turbokube-009b,15281
turbokube-009c,15723
turbokube-009d,15478
turbokube-009e,15680
turbokube-009f,15282
turbokube-00a0,15282
turbokube-00a1,15738
turbokube-00a2,15547
turbokube-00a3,15699
turbokube-00a4,15213
turbokube-00a5,15243
turbokube-00a6,15737
turbokube-00a7,15522
turbokube-00a8,15675
turbokube-00a9,15286
turbokube-00aa,15282
turbokube-00ab,15729
turbokube-00ac,15532
turbokube-00ad,15684
turbokube-00ae,15280
turbokube-00af,15283
turbokube-00b0,15739
turbokube-00b1,15508
turbokube-00b2,15689
turbokube-00b3,15270
turbokube-00b4,15289
turbokube-00b5,15733
turbokube-00b6,15533
turbokube-00b7,15673
turbokube-00b8,15291
turbokube-00b9,15297
turbokube-00ba,15730
turbokube-00bb,15532
turbokube-00bc,15689
turbokube-00bd,15268
turbokube-00be,15283
turbokube-00bf,15729
turbokube-00c0,15510
turbokube-00c1,15682
turbokube-00c2,15283
turbokube-00c3,15288
turbokube-00c4,15729
turbokube-00c5,15531
turbokube-00c6,15690
turbokube-00c7,15275
turbokube-00c8,15283
turbokube-00c9,15736
turbokube-00ca,15530
turbokube-00cb,15669
turbokube-00cc,15284
turbokube-00cd,15530
turbokube-00ce,15532
turbokube-00cf,15286
turbokube-00d0,15877
turbokube-00d1,15240
turbokube-00d2,15532
turbokube-00d3,15547
turbokube-00d4,15221
turbokube-00d5,15862
turbokube-00d6,15287
turbokube-00d7,15536
turbokube-00d8,15542
turbokube-00d9,15279
turbokube-00da,15874
turbokube-00db,15289
turbokube-00dc,15531
turbokube-00dd,15532
turbokube-00de,15266
turbokube-00df,15679
turbokube-00e0,15542
turbokube-00e1,15730
turbokube-00e2,15281
turbokube-00e3,15280
turbokube-00e4,15685
turbokube-00e5,15535
turbokube-00e6,15736
turbokube-00e7,15285
turbokube-00e8,15261
turbokube-00e9,15680
turbokube-00ea,15534
turbokube-00eb,15729
turbokube-00ec,15276
turbokube-00ed,15258
turbokube-00ee,15678
turbokube-00ef,15550
turbokube-00f0,15766
turbokube-00f1,15250
turbokube-00f2,15255
turbokube-00f3,15736
turbokube-00f4,15532
turbokube-00f5,15662
turbokube-00f6,15288
turbokube-00f7,15303
turbokube-00f8,15731
turbokube-00f9,15503
turbokube-00fa,15692
turbokube-00fb,15282
turbokube-00fc,15280
turbokube-00fd,15736
turbokube-00fe,15534
turbokube-00ff,15683
turbokube-0100,15282
turbokube-0101,15283
turbokube-0102,15722
turbokube-0103,15524
turbokube-0104,15729
turbokube-0105,15325
turbokube-0106,15282
turbokube-0107,15876
turbokube-0108,15267
turbokube-0109,15574
turbokube-010a,15536
turbokube-010b,15190
turbokube-010c,15878
turbokube-010d,15282
turbokube-010e,15538
turbokube-010f,15525
turbokube-0110,15279
turbokube-0111,15880
turbokube-0112,15284
turbokube-0113,15527
turbokube-0114,15531
turbokube-0115,15277
turbokube-0116,15878
turbokube-0117,15280
turbokube-0118,15257
turbokube-0119,15729
turbokube-011a,15460
turbokube-011b,15680
turbokube-011c,15281
turbokube-011d,15336
turbokube-011e,15726
turbokube-011f,15496
turbokube-0120,15685
turbokube-0121,15255
turbokube-0122,15341
turbokube-0123,15735
turbokube-0124,15453
turbokube-0125,15670
turbokube-0126,15288
turbokube-0127,15330
turbokube-0128,15719
turbokube-0129,15487
turbokube-012a,15681
turbokube-012b,15278
turbokube-012c,15334
turbokube-012d,15927
turbokube-012e,15286
turbokube-012f,15516
turbokube-0130,15482
turbokube-0131,15285
turbokube-0132,15912
turbokube-0133,15274
turbokube-0134,15531
turbokube-0135,15481
turbokube-0136,15283
turbokube-0137,15916
turbokube-0138,15285
turbokube-0139,15535
turbokube-013a,15543
turbokube-013b,15284
turbokube-013c,15870
turbokube-013d,15288
turbokube-013e,15541
turbokube-013f,15529
turbokube-0140,15283
turbokube-0141,15880
turbokube-0142,15283
turbokube-0143,15532
turbokube-0144,15524
turbokube-0145,15284
turbokube-0146,15887
turbokube-0147,15288
turbokube-0148,15530
turbokube-0149,15524
turbokube-014a,15286
turbokube-014b,15876
turbokube-014c,15275
turbokube-014d,15496
turbokube-014e,15522
turbokube-014f,15280
turbokube-0150,15891
turbokube-0151,15282
turbokube-0152,15522
turbokube-0153,15552
turbokube-0154,15287
turbokube-0155,15838
turbokube-0156,15287
turbokube-0157,15533
turbokube-0158,15534
turbokube-0159,15282
turbokube-015a,15883
turbokube-015b,15275
turbokube-015c,15531
turbokube-015d,15535
turbokube-015e,15305
turbokube-015f,15884
turbokube-0160,15234
turbokube-0161,15537
turbokube-0162,15524
turbokube-0163,15243
turbokube-0164,15873
turbokube-0165,15272
turbokube-0166,15540
turbokube-0167,15531
turbokube-0168,15285
turbokube-0169,15884
turbokube-016a,15295
turbokube-016b,15544
turbokube-016c,15496
turbokube-016d,15271
turbokube-016e,15881
turbokube-016f,15285
turbokube-0170,15537
turbokube-0171,15521
turbokube-0172,15282
turbokube-0173,15886
turbokube-0174,15282
turbokube-0175,15537
turbokube-0176,15526
turbokube-0177,15285
turbokube-0178,15898
turbokube-0179,15483
turbokube-017a,15271
turbokube-017b,15528
turbokube-017c,15528
turbokube-017d,15485
turbokube-017e,15511
turbokube-017f,15493
turbokube-0180,15500
turbokube-0181,15739
turbokube-0182,15281
turbokube-0183,15282
turbokube-0184,15667
turbokube-0185,15533
turbokube-0186,15738
turbokube-0187,15283
turbokube-0188,15281
turbokube-0189,15744
turbokube-018a,15532
turbokube-018b,15674
turbokube-018c,15274
turbokube-018d,15539
turbokube-018e,15532
turbokube-018f,15274
turbokube-0190,15886
turbokube-0191,15282
turbokube-0192,15555
turbokube-0193,15530
turbokube-0194,15195
turbokube-0195,15891
turbokube-0196,15279
turbokube-0197,15515
turbokube-0198,15534
turbokube-0199,15274
turbokube-019a,15881
turbokube-019b,15302
turbokube-019c,15536
turbokube-019d,15516
turbokube-019e,15292
turbokube-019f,16129
turbokube-01a0,15262
turbokube-01a1,15127
turbokube-01a2,15958
turbokube-01a3,15461
turbokube-01a4,15528
turbokube-01a5,15331
turbokube-01a6,15260
turbokube-01a7,15682
turbokube-01a8,15486
turbokube-01a9,15727
turbokube-01aa,15328
turbokube-01ab,15269
turbokube-01ac,15690
turbokube-01ad,15467
turbokube-01ae,15732
turbokube-01af,15336
turbokube-01b0,15289
turbokube-01b1,15649
turbokube-01b2,15478
turbokube-01b3,15706
turbokube-01b4,15336
turbokube-01b5,15281
turbokube-01b6,15894
turbokube-01b7,15282
turbokube-01b8,15504
turbokube-01b9,15526
turbokube-01ba,15305
turbokube-01bb,15873
turbokube-01bc,15259
turbokube-01bd,15496
turbokube-01be,15527
turbokube-01bf,15274
turbokube-01c0,15941
turbokube-01c1,15265
turbokube-01c2,15472
turbokube-01c3,15514
turbokube-01c4,15245
turbokube-01c5,15934
turbokube-01c6,15321
turbokube-01c7,15444
turbokube-01c8,15839
turbokube-01c9,15463
turbokube-01ca,15483
turbokube-01cb,15793
turbokube-01cc,15335
turbokube-01cd,15218
turbokube-01ce,16035
turbokube-01cf,15542
turbokube-01d0,14967
turbokube-01d1,15483
turbokube-01d2,15716
turbokube-01d3,15335
turbokube-01d4,15271
turbokube-01d5,15733
turbokube-01d6,15526
turbokube-01d7,15680
turbokube-01d8,15285
turbokube-01d9,15307
turbokube-01da,15697
turbokube-01db,15487
turbokube-01dc,15679
turbokube-01dd,15281
turbokube-01de,15310
turbokube-01df,15731
turbokube-01e0,15723
turbokube-01e1,15318
turbokube-01e2,15287
turbokube-01e3,15682
turbokube-01e4,15489
turbokube-01e5,15727
turbokube-01e6,15270
turbokube-01e7,15285
turbokube-01e8,15727
turbokube-01e9,15459
turbokube-01ea,15743
turbokube-01eb,15277
turbokube-01ec,15274
turbokube-01ed,15778
turbokube-01ee,15599
turbokube-01ef,15735
turbokube-01f0,15241
turbokube-01f1,15264
turbokube-01f2,15682
turbokube-01f3,15540
turbokube-01f4,15744
turbokube-01f5,15267
turbokube-01f6,15278
turbokube-01f7,15738
turbokube-01f8,15509
turbokube-01f9,15667
turbokube-01fa,15255
turbokube-01fb,15339
turbokube-01fc,15912
turbokube-01fd,15273
turbokube-01fe,15332
turbokube-01ff,15738
turbokube-0200,15456
turbokube-0201,15727
turbokube-0202,15211
turbokube-0203,15261
turbokube-0204,15727
turbokube-0205,15488
turbokube-0206,15725
turbokube-0207,15280
turbokube-0208,15287
turbokube-0209,15755
turbokube-020a,15439
turbokube-020b,15622
turbokube-020c,15288
turbokube-020d,15279
turbokube-020e,15935
turbokube-020f,15218
turbokube-0210,15519
turbokube-0211,15491
turbokube-0212,15279
turbokube-0213,15998
turbokube-0214,17027
turbokube-0215,15071
turbokube-0216,14241
turbokube-0217,15521
turbokube-0218,15480
turbokube-0219,15878
turbokube-021a,15282
turbokube-021b,15517
turbokube-021c,15529
turbokube-021d,15270
turbokube-021e,15942
turbokube-021f,15329
turbokube-0220,15285
turbokube-0221,15667
turbokube-0222,15235
turbokube-0223,15536
turbokube-0224,15920
turbokube-0225,15257
turbokube-0226,15319
turbokube-0227,15975
turbokube-0228,15374
turbokube-0229,15477
turbokube-022a,15348
turbokube-022b,15293
turbokube-022c,15945
turbokube-022d,15306
turbokube-022e,15215
turbokube-022f,15659
turbokube-0230,15475
turbokube-0231,15723
turbokube-0232,15349
turbokube-0233,15280
turbokube-0234,15628
turbokube-0235,15494
turbokube-0236,15714
turbokube-0237,15265
turbokube-0238,15272
turbokube-0239,15678
turbokube-023a,15693
turbokube-023b,16005
turbokube-023c,15171
turbokube-023d,15157
turbokube-023e,15985
turbokube-023f,15297
turbokube-0240,15489
turbokube-0241,15477
turbokube-0242,15337
turbokube-0243,15928
turbokube-0244,15487
turbokube-0245,15095
turbokube-0246,15485
turbokube-0247,15526
turbokube-0248,15499
turbokube-0249,15495
turbokube-024a,15281
turbokube-024b,15480
turbokube-024c,15941
turbokube-024d,15307
turbokube-024e,15537
turbokube-024f,15498
turbokube-0250,15296
turbokube-0251,15873
turbokube-0252,15262
turbokube-0253,15558
turbokube-0254,15516
turbokube-0255,15229
turbokube-0256,15873
turbokube-0257,15258
turbokube-0258,15535
turbokube-0259,15536
turbokube-025a,15500
turbokube-025b,15880
turbokube-025c,15310
turbokube-025d,15934
turbokube-025e,15526
turbokube-025f,14878
turbokube-0260,15560
